docket_id,id,comment_url,attachment_count,number_of_comments_received,posted_date,congress,submitter_name,bioname,chamber,state,icpsr,title,organization,org_name_short,DATE,comment_type,org_name,org_type,position,position_certainty,TYPE,coalition,coalition_type,ask,ask1,ask2,ask3,success,success_certainty,sucess1,success2,success3,response,pressure_phrases,accept_phrases,compromise_phrases,reject_phrases,notes,
NPS-2020-0001,NPS-2020-0001-0704,https://www.regulations.gov/comment/NPS-2020-0001-0704,0,1,2020-06-02,116,Denise Boggs,,,,,Comment on FR Doc # 2020-07163,Conservation Congress,,2020-06-02,,,-,,,,,,,,,,,,,,,,,,,,,
NPS-2020-0002,NPS-2020-0002-0005,https://www.regulations.gov/comment/NPS-2020-0002-0005,0,1,2020-05-22,116,Chad Hutchison,,,,,Comment on FR Doc # 2020-09261,Alaska State Senate Majority (President and Rules Chair),,2020-05-22,,,-,,,,,,,,,,,,,,,,,,,,,
NPS-2020-0002,NPS-2020-0002-0006,https://www.regulations.gov/comment/NPS-2020-0002-0006,0,1,2020-05-22,116,Chad Hutchison,,,,,Comment on FR Doc # 2020-09261,Alaska State Senate Majority (President and Rules Chair),,2020-05-22,,,-,,,,,,,,,,,,,,,,,,,,,
NPS-2020-0003,NPS-2020-0003-0028,https://www.regulations.gov/comment/NPS-2020-0003-0028,1,1,2020-09-10,116,Steve Womack,"WOMACK, Steve",House,arkansas,21108,Comment on FR Doc # 2020-15650,Office of Congressman Steve Womack,,2020-09-10,elected,"WOMACK, Steve",House-arkansas,,,,,,,,,,,,,,,,,,,,,
NPS-2020-0003,NPS-2020-0003-0066,https://www.regulations.gov/comment/NPS-2020-0003-0066,1,1,2020-09-19,116,Morgan Cashwell,"KING, Angus Stanley, Jr.",Senate,maine,41300,Comment from Senator King on FR Doc # 2020-15650,US Senator Angus King (I-Maine),,2020-09-19,elected,"KING, Angus Stanley, Jr.",Senate-maine,,,,,,,,,,,,,,,,,,,,,
NRC-2012-0246,NRC-2012-0246-0349,https://www.regulations.gov/comment/NRC-2012-0246-0349,7,1,2013-02-22,113,"LIH YOUNG, Ph. D. YOUNG","YOUNG, Donald Edwin",House,alaska,14066,Comment (341) of Lih Young on FR Doc # 2012-26295,LIH YOUNG FOR U.S. SENATE,,2013-02-22,elected,"YOUNG, Donald Edwin",House-alaska,,,,,,,,,,,,,,,,,,,,,
NRC-2019-0073,NRC-2019-0073-0017,https://www.regulations.gov/comment/NRC-2019-0073-0017,1,1,2019-04-25,116,Kirsten Gillibrand,"GILLIBRAND, Kirsten",Senate,new york,20735,Comment (17) of Kirsten Gillibrand on FR Doc # 2019-04960,Office of Senator Kirsten Gillibrand,,2019-04-25,elected,"GILLIBRAND, Kirsten",Senate-new york,,,,,,,,,,,,,,,,,,,,,
NRC-2020-0141,NRC-2020-0141-0434,https://www.regulations.gov/comment/NRC-2020-0141-0434,1,1,2021-01-04,117,Anonymous Anonymous,,,,,Comment (431) from Anonymous on FR Doc # 2020-19903,Rep. David Price,,2021-01-04,,,-,,,,,,,,,,,,,,,,,,,,,
NRCS-2020-0001,NRCS-2020-0001-0035,https://www.regulations.gov/comment/NRCS-2020-0001-0035,1,1,2020-04-27,116,Kent Keene,,,,,Comment on FR Doc # 2020-06088,Congressional Sportsmen's Foundation,,2020-04-27,,,-,,,,,,,,,,,,,,,,,,,,,
NRCS-2020-0009,NRCS-2020-0009-0071,https://www.regulations.gov/comment/NRCS-2020-0009-0071,1,1,2021-01-21,117,Kent Keene,,,,,Comment on FR Doc # 2020-27703,Congressional Sportsmen's Foundation,,2021-01-21,,,-,,,,,,,,,,,,,,,,,,,,,
NTIA-2008-0001,NTIA-2008-0001-0041,https://www.regulations.gov/comment/NTIA-2008-0001-0041,1,1,2008-06-10,110,,,,,,Comment on FR Doc # E8-08869,United States Senate,,2008-06-10,,,-,,,,,,,,,,,,,,,,,,,,,
NTIA-2008-0001,NTIA-2008-0001-0043,https://www.regulations.gov/comment/NTIA-2008-0001-0043,1,1,2008-08-04,110,Nancy Pelosi,"PELOSI, Nancy",House,california,15448,Comment on FR Doc # E8-08869,U.S. House of Representatives,,2008-08-04,elected,"PELOSI, Nancy",House-california,,,,,,,,,,,,,,,,,,,,,
OCC-2008-0016,OCC-2008-0016-0182,https://www.regulations.gov/comment/OCC-2008-0016-0182,1,1,2008-12-18,110,Collin Peterson,"PETERSON, Collin Clark",House,minnesota,29127,"U.S. House of Representatives, Committee on Agriculture","U.S. House of Representatives, Committee on Agriculture",,2008-12-18,elected,"PETERSON, Collin Clark",House-minnesota,,,,,,,,,,,,,,,,,,,,,
OCC-2008-0016,OCC-2008-0016-0183,https://www.regulations.gov/comment/OCC-2008-0016-0183,1,1,2008-12-18,110,Tom Harkin,"HARKIN, Thomas Richard (Tom)",Senate,iowa,14230,"U.S. Senate, Committee on Agriculture","U.S. Senate, Committee on Agriculture",,2008-12-18,elected,"HARKIN, Thomas Richard (Tom)",Senate-iowa,,,,,,,,,,,,,,,,,,,,,
OCC-2009-0009,OCC-2009-0009-0004,https://www.regulations.gov/comment/OCC-2009-0009-0004,1,1,2009-08-31,111,Carl Levin,"LEVIN, Carl",Senate,michigan,14709,Senator Carl Levin,U.S. Senate,,2009-08-31,elected,"LEVIN, Carl",Senate-michigan,,,,,,,,,,,,,,,,,,,,,
OCC-2011-0001,OCC-2011-0001-0490,https://www.regulations.gov/comment/OCC-2011-0001-0490,1,1,2011-06-16,112,Daniel Pedrotty,,,,,American Federation of Labor and Congress of Industrial Organizations,American Federation of Labor and Congress of Industrial Organizations,,2011-06-16,,,-,,,,,,,,,,,,,,,,,,,,,
OCC-2011-0002,OCC-2011-0002-0105,https://www.regulations.gov/comment/OCC-2011-0002-0105,1,1,2011-06-24,112,Tom Udall,"UDALL, Thomas (Tom)",Senate,new mexico,29924,Comment on FR Doc # 2011-08364,United States Senate,,2011-06-24,elected,"UDALL, Thomas (Tom)",Senate-new mexico,,,,,,,,,,,,,,,,,,,,,
OCC-2011-0002,OCC-2011-0002-0393,https://www.regulations.gov/comment/OCC-2011-0002-0393,1,1,2011-09-20,112,Steve Cohen,"COHEN, Stephen",House,tennessee,20748,House of Representatives,House of Representatives,,2011-09-20,elected,"COHEN, Stephen",House-tennessee,,,,,,,,,,,,,,,,,,,,,
OCC-2011-0002,OCC-2011-0002-0394,https://www.regulations.gov/comment/OCC-2011-0002-0394,1,1,2011-09-20,112,Mike Johanns,"JOHANNS, Mike",Senate,nebraska,40905,United States Senate,United States Senate,,2011-09-20,elected,"JOHANNS, Mike",Senate-nebraska,,,,,,,,,,,,,,,,,,,,,
OCC-2011-0002,OCC-2011-0002-0414,https://www.regulations.gov/comment/OCC-2011-0002-0414,1,1,2013-02-07,113,Bob Corker,"CORKER, Robert (Bob)",Senate,tennessee,40705,United States Senate- Bob Corker,United States Senate,,2013-02-07,elected,"CORKER, Robert (Bob)",Senate-tennessee,,,,,,,,,,,,,,,,,,,,,
OCC-2011-0002,OCC-2011-0002-0415,https://www.regulations.gov/comment/OCC-2011-0002-0415,1,1,2013-02-14,113,Mary Landrieu,"LANDRIEU, Mary L.",Senate,louisiana,49702,"U.S. Senate-Landrieu, Hagan & Isakson",U.S. Senate,,2013-02-14,elected,"LANDRIEU, Mary L.",Senate-louisiana,,,,,,,,,,,,,,,,,,,,,
OCC-2011-0008,OCC-2011-0008-0076,https://www.regulations.gov/comment/OCC-2011-0008-0076,1,1,2011-10-27,112,Darrell Issa,"ISSA, Darrell",House,california,20107,Congress-Darrell Issa,Congress of the United States-House of Representatives,,2011-10-27,elected,"ISSA, Darrell",House-california,,,,,,,,,,,,,,,,,,,,,
OCC-2011-0008,OCC-2011-0008-0077,https://www.regulations.gov/comment/OCC-2011-0008-0077,1,1,2011-10-27,112,Charles Schumer,"SCHUMER, Charles Ellis (Chuck)",Senate,new york,14858,Congress-Schumer-Gillibrand-Engel-Grimm-Hayworth-Isral-McCarthy-Clarke-Crowley-Hanna,Congress of the United States,,2011-10-27,elected,"SCHUMER, Charles Ellis (Chuck)",Senate-new york,,,,,,,,,,,,,,,,,,,,,
OCC-2011-0008,OCC-2011-0008-0078,https://www.regulations.gov/comment/OCC-2011-0008-0078,1,1,2011-10-27,112,Debbie Stabenow,"STABENOW, Deborah Ann",Senate,michigan,29732,Congress-Stabenow and Lucas,Congress of the United States,,2011-10-27,elected,"STABENOW, Deborah Ann",Senate-michigan,,,,,,,,,,,,,,,,,,,,,
OCC-2011-0008,OCC-2011-0008-0079,https://www.regulations.gov/comment/OCC-2011-0008-0079,1,1,2011-10-27,112,Robert Menendez,"MENENDEZ, Robert",Senate,new jersey,29373,United States Senate-Menendez,United States Senate,,2011-10-27,elected,"MENENDEZ, Robert",Senate-new jersey,,,,,,,,,,,,,,,,,,,,,
OCC-2011-0014,OCC-2011-0014-0064,https://www.regulations.gov/comment/OCC-2011-0014-0064,1,1,2012-01-05,112,Randy Neugebauer,"NEUGEBAUER, Randy",House,texas,20353,Congress-Neugebauer-Biggert-Hall-Posey-Lucas-Miller-Smith,Congress of the United States,,2012-01-05,elected,"NEUGEBAUER, Randy",House-texas,,,,,,,,,,,,,,,,,,,,,
OCC-2011-0014,OCC-2011-0014-0065,https://www.regulations.gov/comment/OCC-2011-0014-0065,1,1,2012-01-05,112,Spencer Bachus,"BACHUS, Spencer T., III",House,alabama,29301,House of Representatives Committee on Financial Services-Bachus-Hensarling-Capito & Garrett,United States House of Representatives Committee on Financial Services,,2012-01-05,elected,"BACHUS, Spencer T., III",House-alabama,,,,,,,,,,,,,,,,,,,,,
OCC-2011-0014,OCC-2011-0014-0066,https://www.regulations.gov/comment/OCC-2011-0014-0066,1,1,2012-01-05,112,Earl Blumenauer,"BLUMENAUER, Earl",House,oregon,29588,House of Representatives-Blumenauer-Welch-Hinchey-Conyers & Filner,Congress of the United States House of Representatives,,2012-01-05,elected,"BLUMENAUER, Earl",House-oregon,,,,,,,,,,,,,,,,,,,,,
OCC-2011-0014,OCC-2011-0014-0067,https://www.regulations.gov/comment/OCC-2011-0014-0067,1,1,2012-01-05,112,Anna Eshoo,"ESHOO, Anna Georges",House,california,29312,Congress-Anna G. Eshoo,Congress of the United States House of Representatives,,2012-01-05,elected,"ESHOO, Anna Georges",House-california,,,,,,,,,,,,,,,,,,,,,
OCC-2011-0014,OCC-2011-0014-0068,https://www.regulations.gov/comment/OCC-2011-0014-0068,1,1,2012-01-05,112,Michael Honda,"HONDA, Mike",House,california,20103,Congress-Michael M. Honda,Congress of the United States House of Representatives,,2012-01-05,elected,"HONDA, Mike",House-california,,,,,,,,,,,,,,,,,,,,,
OCC-2011-0014,OCC-2011-0014-0069,https://www.regulations.gov/comment/OCC-2011-0014-0069,1,1,2012-01-05,112,Zoe Lofgren,"LOFGREN, Zoe",House,california,29504,Congress-Zoe Lofgren,Congress of the United States House of Representatives,,2012-01-05,elected,"LOFGREN, Zoe",House-california,,,,,,,,,,,,,,,,,,,,,
OCC-2011-0014,OCC-2011-0014-0098,https://www.regulations.gov/comment/OCC-2011-0014-0098,1,1,2012-02-02,112,Kirsten Gillibrand,"GILLIBRAND, Kirsten",Senate,new york,20735,Senator Gillibrand,US Senate,,2012-02-02,elected,"GILLIBRAND, Kirsten",Senate-new york,,,,,,,,,,,,,,,,,,,,,
OCC-2011-0014,OCC-2011-0014-0374,https://www.regulations.gov/comment/OCC-2011-0014-0374,1,1,2012-02-21,112,Carper & Toomey,"CARPER, Thomas Richard",Senate,delaware,15015,United States Senate-Carper & Toomey,US Senate,,2012-02-21,elected,"CARPER, Thomas Richard",Senate-delaware,,,,,,,,,,,,,,,,,,,,,
OCC-2011-0014,OCC-2011-0014-3242,https://www.regulations.gov/comment/OCC-2011-0014-3242,1,1,2012-12-04,112,Spencer Bachus,"BACHUS, Spencer T., III",House,alabama,29301,U.S. House of Representatives-Spencer Bachus & Jeb Hensarling,U.S. House of Representatives (Congress),,2012-12-04,elected,"BACHUS, Spencer T., III",House-alabama,,,,,,,,,,,,,,,,,,,,,
OCC-2011-0014,OCC-2011-0014-3242,https://www.regulations.gov/comment/OCC-2011-0014-3242,1,1,2012-12-04,112,Spencer Bachus,"HENSARLING, Jeb",House,texas,20352,U.S. House of Representatives-Spencer Bachus & Jeb Hensarling,U.S. House of Representatives (Congress),,2012-12-04,elected,"HENSARLING, Jeb",House-texas,,,,,,,,,,,,,,,,,,,,,
OCC-2011-0014,OCC-2011-0014-3257,https://www.regulations.gov/comment/OCC-2011-0014-3257,1,1,2013-03-21,113,Carl Levin,"LEVIN, Carl",Senate,michigan,14709,U.S. Senate-Levin,U.S. Senate,,2013-03-21,elected,"LEVIN, Carl",Senate-michigan,,,,,,,,,,,,,,,,,,,,,
OCC-2012-0008,OCC-2012-0008-0171,https://www.regulations.gov/comment/OCC-2012-0008-0171,1,1,2012-10-02,112,Senator James Inhofe,"INHOFE, James Mountain",Senate,oklahoma,15424,Oklahoma Delegation Congressional Letter,Congress of the United States,,2012-10-02,elected,"INHOFE, James Mountain",Senate-oklahoma,,,,,,,,,,,,,,,,,,,,,
OCC-2012-0008,OCC-2012-0008-1120,https://www.regulations.gov/comment/OCC-2012-0008-1120,1,1,2012-11-15,112,Nick Harper,,,,,Washington State Senate,Washington State Senate,,2012-11-15,,,-,,,,,,,,,,,,,,,,,,,,,
OCC-2012-0008,OCC-2012-0008-1167,https://www.regulations.gov/comment/OCC-2012-0008-1167,1,1,2012-11-19,112,Aaron Schock,"SCHOCK, Aaron",House,illinois,20914,U.S. House of Representatives- Aaron Schock,U.S. House of Representatives (Congress),,2012-11-19,elected,"SCHOCK, Aaron",House-illinois,,,,,,,,,,,,,,,,,,,,,
OCC-2012-0008,OCC-2012-0008-1173,https://www.regulations.gov/comment/OCC-2012-0008-1173,1,1,2012-11-19,112,Barbara Mikulski,"MIKULSKI, Barbara Ann",Senate,maryland,14440,U.S. Congress-Maryland Delegation,U.S. Congress-Maryland Delegation,,2012-11-19,elected,"MIKULSKI, Barbara Ann",Senate-maryland,,,,,,,,,,,,,,,,,,,,,
OCC-2012-0008,OCC-2012-0008-1179,https://www.regulations.gov/comment/OCC-2012-0008-1179,1,1,2012-11-19,112,Gwen Moore,"MOORE, Gwendolynne S. (Gwen)",House,wisconsin,20537,U.S. Congress-Wisconsin Delegation,U.S. Congress-Wisconsin Delegation,,2012-11-19,elected,"MOORE, Gwendolynne S. (Gwen)",House-wisconsin,,,,,,,,,,,,,,,,,,,,,
OCC-2012-0008,OCC-2012-0008-1188,https://www.regulations.gov/comment/OCC-2012-0008-1188,1,1,2012-11-26,112,Michael Fitzpatrick,"FITZPATRICK, Michael G.",House,pennsylvania,20524,U.S. Congress-Pennsylvania Delegation,U.S. Congress,,2012-11-26,elected,"FITZPATRICK, Michael G.",House-pennsylvania,,,,,,,,,,,,,,,,,,,,,
OCC-2012-0008,OCC-2012-0008-1189,https://www.regulations.gov/comment/OCC-2012-0008-1189,1,1,2012-11-26,112,K. Conaway,"CONAWAY, K. Michael",House,texas,20531,U.S. House of Representatives-K. Michael Conaway,U.S. House of Representatives (Congress),,2012-11-26,elected,"CONAWAY, K. Michael",House-texas,,,,,,,,,,,,,,,,,,,,,
OCC-2012-0008,OCC-2012-0008-1200,https://www.regulations.gov/comment/OCC-2012-0008-1200,1,1,2012-11-26,112,James Clyburn,"CLYBURN, James Enos",House,south carolina,39301,U.S. House of Representatives-South Carolina Delegation,U.S. House of Representatives (Congress),,2012-11-26,elected,"CLYBURN, James Enos",House-south carolina,,,,,,,,,,,,,,,,,,,,,
OCC-2012-0008,OCC-2012-0008-1205,https://www.regulations.gov/comment/OCC-2012-0008-1205,1,1,2012-11-27,112,Daniel Lipinski,"LIPINSKI, Daniel",House,illinois,20508,U.S. House of Representatives-Daniel Lipinski,U.S. House of Representatives (Congress),,2012-11-27,elected,"LIPINSKI, Daniel",House-illinois,,,,,,,,,,,,,,,,,,,,,
OCC-2012-0008,OCC-2012-0008-1209,https://www.regulations.gov/comment/OCC-2012-0008-1209,1,1,2012-11-27,112,Blaine Luetkemeyer,"LUETKEMEYER, Blaine",House,missouri,20926,U.S. Congress-Missouri Delegation,U.S. Congress-Missouri Delegation,,2012-11-27,elected,"LUETKEMEYER, Blaine",House-missouri,,,,,,,,,,,,,,,,,,,,,
OCC-2012-0008,OCC-2012-0008-1210,https://www.regulations.gov/comment/OCC-2012-0008-1210,1,1,2012-11-27,112,Robert Hurt,"HURT, Robert",House,virginia,21186,U.S. Congress-Virginia Delegation,U.S. Congress-Virginia Delegation,,2012-11-27,elected,"HURT, Robert",House-virginia,,,,,,,,,,,,,,,,,,,,,
OCC-2012-0008,OCC-2012-0008-1211,https://www.regulations.gov/comment/OCC-2012-0008-1211,1,1,2012-11-27,112,Brett Guthrie,"GUTHRIE, Brett",House,kentucky,20916,U.S. House of Representatives-Brett Guthrie & Kentucky Delegation,U.S. House of Representatives (Congress),,2012-11-27,elected,"GUTHRIE, Brett",House-kentucky,,,,,,,,,,,,,,,,,,,,,
OCC-2012-0008,OCC-2012-0008-1212,https://www.regulations.gov/comment/OCC-2012-0008-1212,1,1,2012-11-27,112,Lynn Westmoreland,"WEST, Allen",House,florida,21119,U.S. House of Representatives-Lynn A. Westmoreland  & Georgia Delegation,U.S. House of Representatives (Congress),,2012-11-27,elected,"WEST, Allen",House-florida,,,,,,,,,,,,,,,,,,,,,
OCC-2012-0008,OCC-2012-0008-1212,https://www.regulations.gov/comment/OCC-2012-0008-1212,1,1,2012-11-27,112,Lynn Westmoreland,"WESTMORELAND, Lynn A.",House,georgia,20506,U.S. House of Representatives-Lynn A. Westmoreland  & Georgia Delegation,U.S. House of Representatives (Congress),,2012-11-27,elected,"WESTMORELAND, Lynn A.",House-georgia,,,,,,,,,,,,,,,,,,,,,
OCC-2012-0008,OCC-2012-0008-1215,https://www.regulations.gov/comment/OCC-2012-0008-1215,1,1,2012-11-27,112,Cynthia Lummis,"LUMMIS, Cynthia M.",House,wyoming,20953,U.S. Congress-Cynthia M. Lummis,U.S. Congress,,2012-11-27,elected,"LUMMIS, Cynthia M.",House-wyoming,,,,,,,,,,,,,,,,,,,,,
OCC-2012-0008,OCC-2012-0008-1216,https://www.regulations.gov/comment/OCC-2012-0008-1216,1,1,2012-11-27,112,Susan Collins,"COLLINS, Susan Margaret",Senate,maine,49703,U.S. Senate-Susan M. Collins,U.S. Senate (Congress),,2012-11-27,elected,"COLLINS, Susan Margaret",Senate-maine,,,,,,,,,,,,,,,,,,,,,
OCC-2012-0008,OCC-2012-0008-1217,https://www.regulations.gov/comment/OCC-2012-0008-1217,1,1,2012-11-27,112,Tom Udall,"UDALL, Thomas (Tom)",Senate,new mexico,29924,U.S. Senate-Tom Udall,U.S. Senate (Congress),,2012-11-27,elected,"UDALL, Thomas (Tom)",Senate-new mexico,,,,,,,,,,,,,,,,,,,,,
OCC-2012-0008,OCC-2012-0008-1218,https://www.regulations.gov/comment/OCC-2012-0008-1218,1,1,2012-11-27,112,Mark Udall,"UDALL, Mark",Senate,colorado,29906,U.S. Congress-Mark Udall & Colorado Delegation,U.S. Congress,,2012-11-27,elected,"UDALL, Mark",Senate-colorado,,,,,,,,,,,,,,,,,,,,,
OCC-2012-0008,OCC-2012-0008-1219,https://www.regulations.gov/comment/OCC-2012-0008-1219,1,1,2012-11-27,112,Bob Goodlatte,"GOODLATTE, Robert William",House,virginia,39308,U.S. House of Representatives-Bob Goodlatte,U.S. House of Representatives (Congress),,2012-11-27,elected,"GOODLATTE, Robert William",House-virginia,,,,,,,,,,,,,,,,,,,,,
OCC-2012-0008,OCC-2012-0008-1220,https://www.regulations.gov/comment/OCC-2012-0008-1220,1,1,2012-11-27,112,Jerry Moran,"MORAN, Jerry",Senate,kansas,29722,"U.S. Congress-Jerry Moran, et al.",U.S. Congress,,2012-11-27,elected,"MORAN, Jerry",Senate-kansas,,,,,,,,,,,,,,,,,,,,,
OCC-2012-0008,OCC-2012-0008-1221,https://www.regulations.gov/comment/OCC-2012-0008-1221,1,1,2012-11-27,112,Pete Sessions,"SESSIONS, Pete",House,texas,29759,"U.S. Congress-Pete Sessions, et al.",U.S. Congress,,2012-11-27,elected,"SESSIONS, Pete",House-texas,,,,,,,,,,,,,,,,,,,,,
OCC-2012-0008,OCC-2012-0008-1222,https://www.regulations.gov/comment/OCC-2012-0008-1222,1,1,2012-11-27,112,Steve King,"KING, Steve",House,iowa,20325,U.S. Congress-Steve King,U.S. Congress,,2012-11-27,elected,"KING, Steve",House-iowa,,,,,,,,,,,,,,,,,,,,,
OCC-2012-0008,OCC-2012-0008-1223,https://www.regulations.gov/comment/OCC-2012-0008-1223,1,1,2012-11-27,112,Cory Gardner,"GARDNER, Cory",House,colorado,21112,U.S. House of Representatives-Cory Gardner,U.S. House of Representatives (Congress),,2012-11-27,elected,"GARDNER, Cory",House-colorado,,,,,,,,,,,,,,,,,,,,,
OCC-2012-0008,OCC-2012-0008-1224,https://www.regulations.gov/comment/OCC-2012-0008-1224,1,1,2012-11-27,112,Andre Carson,"CARSON, André",House,indiana,20757,U.S. House of Representatives-Andre Carson,U.S. House of Representatives (Congress),,2012-11-27,elected,"CARSON, André",House-indiana,,,,,,,,,,,,,,,,,,,,,
OCC-2012-0008,OCC-2012-0008-1225,https://www.regulations.gov/comment/OCC-2012-0008-1225,1,1,2012-11-27,112,Mac Thornberry,"THORNBERRY, William McClellan (Mac)",House,texas,29572,U.S. House of Representatives-Mac Thornberry,U.S. House of Representatives (Congress),,2012-11-27,elected,"THORNBERRY, William McClellan (Mac)",House-texas,,,,,,,,,,,,,,,,,,,,,
OCC-2012-0008,OCC-2012-0008-1226,https://www.regulations.gov/comment/OCC-2012-0008-1226,1,1,2012-11-27,112,Marlin Stutzman,"STUTZMAN, Marlin",House,indiana,21100,U.S. House of Representatives-Marlin A. Stutzman,U.S. House of Representatives (Congress),,2012-11-27,elected,"STUTZMAN, Marlin",House-indiana,,,,,,,,,,,,,,,,,,,,,
OCC-2012-0008,OCC-2012-0008-1227,https://www.regulations.gov/comment/OCC-2012-0008-1227,1,1,2012-11-27,112,Martin Heinrich,"HEINRICH, Martin",House,new mexico,20930,U.S. House of Representatives-Martin Heinrich,U.S. House of Representatives (Congress),,2012-11-27,elected,"HEINRICH, Martin",House-new mexico,,,,,,,,,,,,,,,,,,,,,
OCC-2012-0008,OCC-2012-0008-1228,https://www.regulations.gov/comment/OCC-2012-0008-1228,1,1,2012-11-27,112,Rick Larsen,"LARSEN, Richard Ray (Rick)",House,washington,20145,U.S. House of Representatives-Rick Larsen,U.S. House of Representatives (Congress),,2012-11-27,elected,"LARSEN, Richard Ray (Rick)",House-washington,,,,,,,,,,,,,,,,,,,,,
OCC-2012-0008,OCC-2012-0008-1229,https://www.regulations.gov/comment/OCC-2012-0008-1229,1,1,2012-11-27,112,James Inhofe,"INHOFE, James Mountain",Senate,oklahoma,15424,"U.S. Congress-James M. Inhofe, et al.",U.S. Congress,,2012-11-27,elected,"INHOFE, James Mountain",Senate-oklahoma,,,,,,,,,,,,,,,,,,,,,
OCC-2012-0008,OCC-2012-0008-1230,https://www.regulations.gov/comment/OCC-2012-0008-1230,1,1,2012-11-27,112,Mark Pryor,"PRYOR, Mark",Senate,arkansas,40301,"U.S. Congress-Mark Pryor, et al.",U.S. Congress,,2012-11-27,elected,"PRYOR, Mark",Senate-arkansas,,,,,,,,,,,,,,,,,,,,,
OCC-2012-0008,OCC-2012-0008-1231,https://www.regulations.gov/comment/OCC-2012-0008-1231,1,1,2012-11-27,112,Roger Wicker,"WICKER, Roger F.",Senate,mississippi,29534,"U.S. Congress-Roger F. Wicker, et. al.",U.S. Congress,,2012-11-27,elected,"WICKER, Roger F.",Senate-mississippi,,,,,,,,,,,,,,,,,,,,,
OCC-2012-0008,OCC-2012-0008-1232,https://www.regulations.gov/comment/OCC-2012-0008-1232,1,1,2012-11-27,112,Shelley Capito,"BACHUS, Spencer T., III",House,alabama,29301,"U.S. Congress-Shelley Capito, Randy Neugebauer, Spencer Bachus & Jeb Hensarling",U.S. Congress,,2012-11-27,elected,"BACHUS, Spencer T., III",House-alabama,,,,,,,,,,,,,,,,,,,,,
OCC-2012-0008,OCC-2012-0008-1232,https://www.regulations.gov/comment/OCC-2012-0008-1232,1,1,2012-11-27,112,Shelley Capito,"NEUGEBAUER, Randy",House,texas,20353,"U.S. Congress-Shelley Capito, Randy Neugebauer, Spencer Bachus & Jeb Hensarling",U.S. Congress,,2012-11-27,elected,"NEUGEBAUER, Randy",House-texas,,,,,,,,,,,,,,,,,,,,,
OCC-2012-0008,OCC-2012-0008-1232,https://www.regulations.gov/comment/OCC-2012-0008-1232,1,1,2012-11-27,112,Shelley Capito,"HENSARLING, Jeb",House,texas,20352,"U.S. Congress-Shelley Capito, Randy Neugebauer, Spencer Bachus & Jeb Hensarling",U.S. Congress,,2012-11-27,elected,"HENSARLING, Jeb",House-texas,,,,,,,,,,,,,,,,,,,,,
OCC-2012-0008,OCC-2012-0008-1232,https://www.regulations.gov/comment/OCC-2012-0008-1232,1,1,2012-11-27,112,Shelley Capito,"CAPITO, Shelley Moore",House,west virginia,20146,"U.S. Congress-Shelley Capito, Randy Neugebauer, Spencer Bachus & Jeb Hensarling",U.S. Congress,,2012-11-27,elected,"CAPITO, Shelley Moore",House-west virginia,,,,,,,,,,,,,,,,,,,,,
OCC-2012-0008,OCC-2012-0008-1233,https://www.regulations.gov/comment/OCC-2012-0008-1233,1,1,2012-11-27,112,Al Franken,"FRANKEN, Al",Senate,minnesota,40904,U.S. Senate-Al Franken,U.S. Senate,,2012-11-27,elected,"FRANKEN, Al",Senate-minnesota,,,,,,,,,,,,,,,,,,,,,
OCC-2012-0008,OCC-2012-0008-1234,https://www.regulations.gov/comment/OCC-2012-0008-1234,1,1,2012-11-27,112,Claire McCaskill,"McCASKILL, Claire",Senate,missouri,40701,U.S. Senate-Claire McCaskill,U.S. Senate,,2012-11-27,elected,"McCASKILL, Claire",Senate-missouri,,,,,,,,,,,,,,,,,,,,,
OCC-2012-0008,OCC-2012-0008-1235,https://www.regulations.gov/comment/OCC-2012-0008-1235,1,1,2012-11-27,112,Mark Warner,"WARNER, Mark",Senate,virginia,40909,"U.S. Senate-Mark R. Warner, et al.",U.S. Senate,,2012-11-27,elected,"WARNER, Mark",Senate-virginia,,,,,,,,,,,,,,,,,,,,,
OCC-2012-0008,OCC-2012-0008-1236,https://www.regulations.gov/comment/OCC-2012-0008-1236,1,1,2012-11-27,112,Richard Shelby,"SHELBY, Richard C.",Senate,alabama,94659,U.S. Senate-Richard C. Shelby,U.S. Senate,,2012-11-27,elected,"SHELBY, Richard C.",Senate-alabama,,,,,,,,,,,,,,,,,,,,,
OCC-2012-0008,OCC-2012-0008-1245,https://www.regulations.gov/comment/OCC-2012-0008-1245,1,1,2012-11-29,112,Peter Welch,"PINGREE, Chellie",House,maine,20920,"U.S. Congress-Peter Welch, Michael Michaud, Chellie Pingree &  Joe Courtney",U.S. Congress,,2012-11-29,elected,"PINGREE, Chellie",House-maine,,,,,,,,,,,,,,,,,,,,,
OCC-2012-0008,OCC-2012-0008-1245,https://www.regulations.gov/comment/OCC-2012-0008-1245,1,1,2012-11-29,112,Peter Welch,"WELCH, Peter",House,vermont,20750,"U.S. Congress-Peter Welch, Michael Michaud, Chellie Pingree &  Joe Courtney",U.S. Congress,,2012-11-29,elected,"WELCH, Peter",House-vermont,,,,,,,,,,,,,,,,,,,,,
